"","Age","L","Median","S","C1","C3","C5","C15","C25","C50","C75","C85","C95","C97","C99"
"96",155,-1.43144990095212,23.0681757075846,0.126981037076838,18.0493435688553,18.7916702660427,19.2174002900995,20.4393543371906,21.2672629919677,23.0681756696945,25.2912344752887,26.7058660164308,29.5600230255321,30.874053235581,33.7818473365045
"97",156,-1.44292717523206,23.1391238430909,0.126832178542015,18.1129148449103,18.8567600823922,19.28331476897,20.5073789382996,21.336446290702,23.1391237925729,25.3657355040736,26.7847529090262,29.6529777438148,30.9758448109965,33.908620479084
"98",157,-1.45457620566156,23.2095231701575,0.12667659629582,18.1763179195324,18.9216490663353,19.3490067696938,20.5751047381186,21.4052652320744,23.2095231031075,25.439456180135,26.862751509843,29.7449479920398,31.0766740990562,34.0346705746485
"99",158,-1.46637331991479,23.2793516766371,0.126514823028097,18.2395099749433,18.9862975279243,19.4144383852666,20.6424989293402,21.4736904703618,23.279351588088,25.512380157055,26.9398458452277,29.8359114168868,31.1765131513828,34.1599536186382
"100",159,-1.47829405446428,23.3485883087744,0.126347381839129,18.3024493020811,19.0506666303404,19.4795724420097,20.7095292319151,21.5416931876991,23.3485881924649,25.5844925605782,27.016021296871,29.9258455735192,31.2753326691775,34.2844199914599
"101",160,-1.490315663216,23.4172133476785,0.126174795872701,18.3650962644015,19.1147192443893,19.5443732968338,20.7761645407797,21.6092456471914,23.4172131957849,25.6557806360969,27.0912659139975,30.014731807485,31.3731076326438,34.4080252606467
"102",161,-1.50241613154742,23.4852077286562,0.125997615644976,18.4274110687891,19.1784181578543,19.6088052732322,20.8423738875537,21.6763203861395,23.4852075314875,25.7262330733819,27.1655699191187,30.102555501595,31.4698180290442,34.5307322277687
"103",162,-1.51457499207963,23.5525525360599,0.125816405809051,18.4893544006397,19.2417264038646,19.6728328305389,20.9081262357909,21.7428898391656,23.5525522817153,25.795839499102,27.2389251513447,30.1893053636026,31.565448068833,34.6525100371557
"104",163,-1.52677291346259,23.6192297051112,0.125631714042899,18.5508887918844,19.3046085529102,19.736421807988,20.9733915726123,21.8089273162604,23.6192293791039,25.864590654794,27.3113247448367,30.2749716872215,31.6599836034905,34.7733292701036
"105",164,-1.53898944936539,23.6852220414542,0.125444086545413,18.6119773666039,19.3670296286556,19.7995384388099,21.038140215263,21.8744065221123,23.6852216263215,25.9324787067309,27.3827632355127,30.3595450385212,31.7534096697499,34.8931557392222
